Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Peak Freq (Hz)	Begin File	Delta Freq (Hz)	USV TYPE
876	Spectrogram 1	1	346.027262453	346.053543105	0.026	41752.6	66033.1	62011.7	62988.3	ch1-2018-11-20_10-23-08_0000008.wav	24280.5	ST
877	Spectrogram 1	1	346.160238061	346.170570625	0.010	56773.9	68469.8	66406.2	66406.2	ch1-2018-11-20_10-23-08_0000008.wav	11695.9	RP
878	Spectrogram 1	1	346.197974382	346.207408463	0.009	78947.4	82115.0	80078.1	80078.1	ch1-2018-11-20_10-23-08_0000008.wav	3167.6	SH
879	Spectrogram 1	1	348.148974613	348.173233677	0.024	49951.3	57748.5	56640.6	56640.6	ch1-2018-11-20_10-23-08_0000008.wav	7797.2	FM
880	Spectrogram 1	1	349.300233826	349.306073971	0.006	72612.1	76754.4	74707.0	75195.3	ch1-2018-11-20_10-23-08_0000008.wav	4142.3	SH
881	Spectrogram 1	1	349.804774105	349.873058877	0.068	28752.4	85770.0	58105.5	56640.6	ch1-2018-11-20_10-23-08_0000008.wav	57017.6	TR
882	Spectrogram 1	1	353.291660186	353.325353330	0.034	38011.7	69444.4	41992.2	40039.1	ch1-2018-11-20_10-23-08_0000008.wav	31432.7	ST
883	Spectrogram 1	1	353.908869069	353.977153841	0.068	46052.6	65058.5	58593.8	57617.2	ch1-2018-11-20_10-23-08_0000008.wav	19005.9	FM
884	Spectrogram 1	1	354.003659114	354.013542436	0.010	61647.2	67495.1	65918.0	65429.7	ch1-2018-11-20_10-23-08_0000008.wav	5847.9	SH
885	Spectrogram 1	1	354.490784465	354.516840496	0.026	62865.5	71150.1	65918.0	65429.7	ch1-2018-11-20_10-23-08_0000008.wav	8284.6	FM
886	Spectrogram 1	1	355.216815399	355.224452512	0.008	50194.9	52875.2	51757.8	51757.8	ch1-2018-11-20_10-23-08_0000008.wav	2680.3	SH
887	Spectrogram 1	1	355.547499055	355.573105845	0.026	62621.8	70175.4	66894.5	67382.8	ch1-2018-11-20_10-23-08_0000008.wav	7553.6	RP
888	Spectrogram 1	1	356.024144732	356.049302279	0.025	50438.6	60428.8	55175.8	54687.5	ch1-2018-11-20_10-23-08_0000008.wav	9990.2	RP
889	Spectrogram 1	1	356.071290376	356.100491101	0.029	60672.5	72855.8	67382.8	67382.8	ch1-2018-11-20_10-23-08_0000008.wav	12183.3	CMP
890	Spectrogram 1	1	357.007804757	357.051381223	0.044	35575.0	39473.7	37597.7	37109.4	ch1-2018-11-20_10-23-08_0000008.wav	3898.7	FL
891	Spectrogram 1	1	357.169531848	357.221643911	0.052	27777.8	97222.2	59570.3	60058.6	ch1-2018-11-20_10-23-08_0000008.wav	69444.4	TR
892	Spectrogram 1	1	358.886238811	358.966203872	0.080	35331.4	73099.4	45898.4	45898.4	ch1-2018-11-20_10-23-08_0000008.wav	37768.0	ST
893	Spectrogram 1	1	361.170160796	361.179145635	0.009	46296.3	48976.6	47363.3	47851.6	ch1-2018-11-20_10-26-36_0000010.wav	2680.3	SH
894	Spectrogram 1	1	361.508889203	361.543930073	0.035	32894.7	54093.6	38085.9	34668.0	ch1-2018-11-20_10-26-36_0000010.wav	21198.9	ST
895	Spectrogram 1	1	361.622547409	361.674659472	0.052	37524.4	58247.4	40039.1	40039.1	ch1-2018-11-20_10-26-36_0000010.wav	20723.0	ST
896	Spectrogram 1	1	362.175686902	362.217017159	0.041	39473.7	43372.3	41503.9	41992.2	ch1-2018-11-20_10-26-36_0000010.wav	3898.6	FL
897	Spectrogram 1	1	362.350891251	362.387279846	0.036	42154.0	49220.3	46386.7	46875.0	ch1-2018-11-20_10-26-36_0000010.wav	7066.3	RP
898	Spectrogram 1	1	362.821021212	362.988813069	0.168	37628.9	58235.9	41015.6	41503.9	ch1-2018-11-20_10-26-36_0000010.wav	20607.0	CMP
899	Spectrogram 1	1	363.117970121	363.122013298	0.004	60185.2	70175.4	67382.8	67871.1	ch1-2018-11-20_10-26-36_0000010.wav	9990.2	RP
900	Spectrogram 1	1	363.642458355	363.702207530	0.060	36597.9	60672.5	51757.8	51757.8	ch1-2018-11-20_10-26-36_0000010.wav	24074.6	CMP
901	Spectrogram 1	1	364.480591678	364.485533339	0.005	69931.8	76754.4	74218.8	74218.8	ch1-2018-11-20_10-26-36_0000010.wav	6822.6	RP
902	Spectrogram 1	1	365.262944774	365.285631491	0.023	37524.4	63402.1	40527.3	40039.1	ch1-2018-11-20_10-26-36_0000010.wav	25877.7	ST
903	Spectrogram 1	1	366.590451681	366.673112194	0.083	39230.0	70876.3	59082.0	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	31646.3	CMP
904	Spectrogram 1	1	367.998547008	368.017789956	0.019	34113.1	38742.7	37597.7	37597.7	ch1-2018-11-20_10-26-36_0000010.wav	4629.6	FL
905	Spectrogram 1	1	368.672284119	368.696543183	0.024	37768.0	43372.3	41503.9	41503.9	ch1-2018-11-20_10-26-36_0000010.wav	5604.3	FL
906	Spectrogram 1	1	368.796724131	368.832214243	0.035	48976.6	57748.5	52246.1	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	8771.9	FM
907	Spectrogram 1	1	369.178278530	369.194001997	0.016	41179.3	44834.3	43457.0	43457.0	ch1-2018-11-20_10-26-36_0000010.wav	3655.0	FL
908	Spectrogram 1	1	369.317543525	369.371452555	0.054	45078.0	57261.2	51269.5	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	12183.2	FM
909	Spectrogram 1	1	369.716619259	369.726053339	0.009	47514.6	50682.3	49316.4	48828.1	ch1-2018-11-20_10-26-36_0000010.wav	3167.7	SH
910	Spectrogram 1	1	370.079030821	370.087117175	0.008	56042.9	58723.2	57128.9	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	2680.3	SH
911	Spectrogram 1	1	370.365197923	370.370588826	0.005	41179.3	43372.3	41992.2	41992.2	ch1-2018-11-20_10-26-36_0000010.wav	2193.0	SH
912	Spectrogram 1	1	370.605691259	370.656904838	0.051	34356.7	58479.5	51757.8	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	24122.8	ST
913	Spectrogram 1	1	370.795271349	370.845586444	0.050	45658.7	51656.9	49804.7	50293.0	ch1-2018-11-20_10-26-36_0000010.wav	5998.2	FL
914	Spectrogram 1	1	371.209969540	371.226142249	0.016	50682.3	54093.6	52246.1	51757.8	ch1-2018-11-20_10-26-36_0000010.wav	3411.3	FL
915	Spectrogram 1	1	371.879838039	371.971483391	0.092	37037.0	45078.0	39062.5	39062.5	ch1-2018-11-20_10-26-36_0000010.wav	8041.0	FM
916	Spectrogram 1	1	372.087387806	372.119283982	0.032	55555.6	60672.5	59570.3	59570.3	ch1-2018-11-20_10-26-36_0000010.wav	5116.9	FL
917	Spectrogram 1	1	372.431032218	372.478202620	0.047	46540.0	51900.6	48828.1	48339.8	ch1-2018-11-20_10-26-36_0000010.wav	5360.6	FL
918	Spectrogram 1	1	372.757880114	372.773154339	0.015	45078.0	49707.6	48339.8	48339.8	ch1-2018-11-20_10-26-36_0000010.wav	4629.6	RP
919	Spectrogram 1	1	373.046267769	373.211588796	0.165	36793.4	47758.3	42480.5	41992.2	ch1-2018-11-20_10-26-36_0000010.wav	10964.9	FM
920	Spectrogram 1	1	373.712890565	373.769045805	0.056	47758.3	57992.2	52734.4	52734.4	ch1-2018-11-20_10-26-36_0000010.wav	10233.9	FM
921	Spectrogram 1	1	373.849010867	373.855749496	0.007	67982.5	72855.8	70800.8	70800.8	ch1-2018-11-20_10-26-36_0000010.wav	4873.3	SH
922	Spectrogram 1	1	374.281504169	374.424363099	0.143	37280.7	61403.5	56640.6	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	24122.8	ST
923	Spectrogram 1	1	375.441295381	375.458815815	0.018	24610.1	30701.8	28320.3	29785.2	ch1-2018-11-20_10-26-36_0000010.wav	6091.7	RP
924	Spectrogram 1	1	376.222823997	376.236750497	0.014	49951.3	55555.6	52246.1	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	5604.3	RP
925	Spectrogram 1	1	376.376364623	376.419142716	0.043	40039.1	48828.1	45898.4	46386.7	ch1-2018-11-20_10-26-36_0000010.wav	8789.0	RP
926	Spectrogram 1	1	376.898357177	376.944629095	0.046	49560.5	59570.3	55664.1	55664.1	ch1-2018-11-20_10-26-36_0000010.wav	10009.8	FM
927	Spectrogram 1	1	377.029985060	377.037172930	0.007	55664.1	59082.0	57617.2	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	3417.9	SH
928	Spectrogram 1	1	378.178794244	378.224167677	0.045	46142.6	62744.1	57617.2	57617.2	ch1-2018-11-20_10-26-36_0000010.wav	16601.5	FM
929	Spectrogram 1	1	378.536264145	378.559624724	0.023	49560.5	61279.3	59570.3	60058.6	ch1-2018-11-20_10-26-36_0000010.wav	11718.8	FM
930	Spectrogram 1	1	378.630604948	378.655762495	0.025	47851.6	58593.8	57128.9	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	10742.2	FM
931	Spectrogram 1	1	378.728988928	378.766725249	0.038	47363.3	60302.7	56152.3	56152.3	ch1-2018-11-20_10-26-36_0000010.wav	12939.4	FM
932	Spectrogram 1	1	378.837705473	378.859269085	0.022	50781.2	56884.8	52246.1	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	6103.6	FM
933	Spectrogram 1	1	380.129647364	380.159971194	0.030	46875.0	55175.8	53710.9	53710.9	ch1-2018-11-20_10-26-36_0000010.wav	8300.8	FM
934	Spectrogram 1	1	380.332406177	380.361157660	0.029	53955.1	62500.0	60058.6	59570.3	ch1-2018-11-20_10-26-36_0000010.wav	8544.9	FM
935	Spectrogram 1	1	382.919955652	382.939273055	0.019	49900.2	59570.3	57617.2	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	9670.1	RP
936	Spectrogram 1	1	383.093363033	383.115375887	0.022	60302.7	67871.1	62988.3	62500.0	ch1-2018-11-20_10-26-36_0000010.wav	7568.4	FM
937	Spectrogram 1	1	383.877763465	383.897979352	0.020	52490.2	58837.9	56640.6	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	6347.7	FM
938	Spectrogram 1	1	384.608455089	384.630018701	0.022	47904.2	52490.2	49804.7	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	4586.0	FL
939	Spectrogram 1	1	384.721214811	384.775123841	0.054	49804.7	58837.9	57128.9	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	9033.2	FM
940	Spectrogram 1	1	384.954820609	384.979978156	0.025	55908.2	61279.3	58105.5	59570.3	ch1-2018-11-20_10-26-36_0000010.wav	5371.1	FL
941	Spectrogram 1	1	385.077437097	385.082828000	0.005	68359.4	73486.3	72265.6	72265.6	ch1-2018-11-20_10-26-36_0000010.wav	5126.9	SH
942	Spectrogram 1	1	385.313289105	385.331708023	0.018	58593.8	64697.3	60546.9	60058.6	ch1-2018-11-20_10-26-36_0000010.wav	6103.5	FM
943	Spectrogram 1	1	385.728435638	385.756288637	0.028	51269.5	62011.7	56640.6	56640.6	ch1-2018-11-20_10-26-36_0000010.wav	10742.2	FM
944	Spectrogram 1	1	385.867700633	385.931043743	0.063	45658.7	53955.1	49316.4	49316.4	ch1-2018-11-20_10-26-36_0000010.wav	8296.4	FM
945	Spectrogram 1	1	386.494341797	386.523542522	0.029	55664.1	69824.2	66894.5	67382.8	ch1-2018-11-20_10-26-36_0000010.wav	14160.1	FM
946	Spectrogram 1	1	386.562177327	386.568017472	0.006	64209.0	67627.0	65918.0	65918.0	ch1-2018-11-20_10-26-36_0000010.wav	3418.0	SH
947	Spectrogram 1	1	387.196281938	387.230873566	0.035	52978.5	62500.0	58105.5	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	9521.5	FM
948	Spectrogram 1	1	387.641178549	387.649714145	0.009	69824.2	75195.3	73730.5	73730.5	ch1-2018-11-20_10-26-36_0000010.wav	5371.1	SH
949	Spectrogram 1	1	387.960589553	388.018991003	0.058	34423.8	68115.2	58105.5	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	33691.4	CMP
950	Spectrogram 1	1	388.069279542	388.072873477	0.004	65185.5	73730.5	70800.8	70800.8	ch1-2018-11-20_10-26-36_0000010.wav	8545.0	SH
951	Spectrogram 1	1	388.150143088	388.168562006	0.018	54443.4	59570.3	57617.2	57617.2	ch1-2018-11-20_10-26-36_0000010.wav	5126.9	FL
952	Spectrogram 1	1	388.780204521	388.826027197	0.046	50293.0	62255.9	56640.6	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	11962.9	FM
953	Spectrogram 1	1	389.477027537	389.540370647	0.063	36865.2	67138.7	56640.6	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	30273.5	ST
954	Spectrogram 1	1	390.919437116	390.979186292	0.060	35888.7	65429.7	58105.5	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	29541.0	ST
955	Spectrogram 1	1	391.838883902	391.860447514	0.022	55175.8	66650.4	62011.7	62011.7	ch1-2018-11-20_10-26-36_0000010.wav	11474.6	RP
956	Spectrogram 1	1	392.023073089	392.078329845	0.055	41503.9	63144.3	50781.2	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	21640.4	CMP
957	Spectrogram 1	1	393.463338369	393.476366384	0.013	54687.5	58349.6	56640.6	56640.6	ch1-2018-11-20_10-26-36_0000010.wav	3662.1	FL
958	Spectrogram 1	1	393.650924866	393.675183930	0.024	48339.8	53466.8	51757.8	52734.4	ch1-2018-11-20_10-26-36_0000010.wav	5127.0	FL
959	Spectrogram 1	1	393.705283139	393.757816447	0.053	50293.0	62255.9	59082.0	58593.8	ch1-2018-11-20_10-26-36_0000010.wav	11962.9	CMP
960	Spectrogram 1	1	393.892167777	393.952366194	0.060	47363.3	53222.7	51757.8	51757.8	ch1-2018-11-20_10-26-36_0000010.wav	5859.4	FL
961	Spectrogram 1	1	394.135705695	394.198150322	0.062	51025.4	54687.5	53222.7	52734.4	ch1-2018-11-20_10-26-36_0000010.wav	3662.1	FL
962	Spectrogram 1	1	394.249363901	394.254754804	0.005	56071.4	61767.6	57617.2	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	5696.2	SH
963	Spectrogram 1	1	394.289346432	394.326633511	0.037	54931.6	62744.1	61035.2	61035.2	ch1-2018-11-20_10-26-36_0000010.wav	7812.5	FM
964	Spectrogram 1	1	394.390875106	394.435574677	0.045	31958.8	57617.2	53222.7	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	25658.4	CMP
965	Spectrogram 1	1	396.270997023	396.306936376	0.036	51757.8	56152.3	54199.2	54687.5	ch1-2018-11-20_10-26-36_0000010.wav	4394.5	FL
966	Spectrogram 1	1	396.939963441	396.988481569	0.049	33691.4	53955.1	37109.4	37597.7	ch1-2018-11-20_10-26-36_0000010.wav	20263.7	ST
967	Spectrogram 1	1	397.118761725	397.130891257	0.012	52002.0	62988.3	59570.3	59082.0	ch1-2018-11-20_10-26-36_0000010.wav	10986.3	IU
968	Spectrogram 1	1	397.688077188	397.741986218	0.054	33447.3	57373.0	51269.5	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	23925.7	ST
969	Spectrogram 1	1	397.772534669	397.784214959	0.012	39062.5	43945.3	41503.9	41503.9	ch1-2018-11-20_10-26-36_0000010.wav	4882.8	SH
970	Spectrogram 1	1	397.863730778	397.867324714	0.004	67525.8	73969.1	70800.8	71777.3	ch1-2018-11-20_10-26-36_0000010.wav	6443.3	SH
971	Spectrogram 1	1	398.316952111	398.408597462	0.092	48339.8	57128.9	50781.2	50293.0	ch1-2018-11-20_10-26-36_0000010.wav	8789.1	FM
972	Spectrogram 1	1	398.458912557	398.472389815	0.013	56152.3	59570.3	57617.2	57617.2	ch1-2018-11-20_10-26-36_0000010.wav	3418.0	FL
973	Spectrogram 1	1	399.161649273	399.253519246	0.092	33203.1	73969.1	35644.5	35644.5	ch1-2018-11-20_10-26-36_0000010.wav	40766.0	ST
974	Spectrogram 1	1	399.919920118	399.965742794	0.046	49804.7	53466.8	51757.8	51757.8	ch1-2018-11-20_10-26-36_0000010.wav	3662.1	FL
975	Spectrogram 1	1	400.358380232	400.401956698	0.044	30761.7	40527.3	37109.4	35644.5	ch1-2018-11-20_10-26-36_0000010.wav	9765.6	RP
976	Spectrogram 1	1	400.531657348	400.573436847	0.042	40527.3	46142.6	43945.3	43945.3	ch1-2018-11-20_10-26-36_0000010.wav	5615.3	FL
977	Spectrogram 1	1	400.674516279	400.717998388	0.043	30517.6	58762.9	34668.0	34179.7	ch1-2018-11-20_10-26-36_0000010.wav	28245.3	ST
978	Spectrogram 1	1	400.838489579	400.891050884	0.053	31494.1	54199.2	39062.5	39062.5	ch1-2018-11-20_10-26-36_0000010.wav	22705.1	ST
979	Spectrogram 1	1	401.219608949	401.223202884	0.004	55714.3	60051.5	57128.9	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	4337.2	SH
980	Spectrogram 1	1	401.352135315	401.382683765	0.031	36855.7	53466.8	41992.2	41503.9	ch1-2018-11-20_10-26-36_0000010.wav	16611.1	ST
981	Spectrogram 1	1	401.463098069	401.472981391	0.010	35888.7	39550.8	37597.7	37597.7	ch1-2018-11-20_10-26-36_0000010.wav	3662.1	SH
982	Spectrogram 1	1	401.937718201	401.968715894	0.031	46386.7	49560.5	48339.8	48339.8	ch1-2018-11-20_10-26-36_0000010.wav	3173.8	FL
983	Spectrogram 1	1	402.109777857	402.158071363	0.048	36855.7	50048.8	39062.5	39550.8	ch1-2018-11-20_10-26-36_0000010.wav	13193.1	ST
984	Spectrogram 1	1	402.765449677	402.840473078	0.075	34179.7	67614.8	37597.7	37597.7	ch1-2018-11-20_10-26-36_0000010.wav	33435.1	ST
985	Spectrogram 1	1	403.272962782	403.312496071	0.040	38574.2	43457.0	41503.9	41503.9	ch1-2018-11-20_10-26-36_0000010.wav	4882.8	FL
986	Spectrogram 1	1	403.340349070	403.348884666	0.009	60714.3	65714.3	64941.4	64941.4	ch1-2018-11-20_10-26-36_0000010.wav	5000.0	SH
987	Spectrogram 1	1	403.912732073	403.956757781	0.044	44433.6	51757.8	48828.1	48828.1	ch1-2018-11-20_10-26-36_0000010.wav	7324.2	FM
988	Spectrogram 1	1	404.033578150	404.075357648	0.042	46386.7	55175.8	49804.7	49804.7	ch1-2018-11-20_10-26-36_0000010.wav	8789.1	FM
989	Spectrogram 1	1	404.901709446	404.918780639	0.017	49742.3	55927.8	51757.8	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	6185.5	FM
990	Spectrogram 1	1	404.991557830	405.016266136	0.025	47405.2	57128.9	55664.1	55664.1	ch1-2018-11-20_10-26-36_0000010.wav	9723.7	FM
991	Spectrogram 1	1	405.093984988	405.113302390	0.019	46142.6	52490.2	50293.0	49804.7	ch1-2018-11-20_10-26-36_0000010.wav	6347.6	FM
992	Spectrogram 1	1	405.451384931	405.490468978	0.039	46386.7	58105.5	55664.1	56152.3	ch1-2018-11-20_10-26-36_0000010.wav	11718.8	FM
993	Spectrogram 1	1	405.561898443	405.588852958	0.027	46386.7	56396.5	52246.1	51757.8	ch1-2018-11-20_10-26-36_0000010.wav	10009.8	FM
994	Spectrogram 1	1	405.664121782	405.700061135	0.036	47363.3	57373.0	54687.5	56152.3	ch1-2018-11-20_10-26-36_0000010.wav	10009.7	FM
995	Spectrogram 1	1	406.158263136	406.195550215	0.037	48095.7	56884.8	52734.4	52734.4	ch1-2018-11-20_10-26-36_0000010.wav	8789.1	FM
996	Spectrogram 1	1	406.267428922	406.311903872	0.044	47363.3	62255.9	56640.6	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	14892.6	CMP
997	Spectrogram 1	1	406.375717027	406.432525328	0.057	47904.2	60824.7	58593.8	60058.6	ch1-2018-11-20_10-26-36_0000010.wav	12920.5	CMP
998	Spectrogram 1	1	406.584389898	406.618981526	0.035	47363.3	57617.2	51757.8	50293.0	ch1-2018-11-20_10-26-36_0000010.wav	10253.9	FM
999	Spectrogram 1	1	406.778616712	406.822642420	0.044	45410.2	53222.7	51269.5	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	7812.5	FM
1000	Spectrogram 1	1	406.937423730	406.951574851	0.014	48403.2	53143.7	51757.8	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	4740.5	IU
1001	Spectrogram 1	1	407.036032332	407.055349735	0.019	47119.1	54199.2	50781.2	53222.7	ch1-2018-11-20_10-26-36_0000010.wav	7080.1	RP
1002	Spectrogram 1	1	407.232319099	407.252534985	0.020	46875.0	71533.2	56640.6	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	24658.2	TR
1003	Spectrogram 1	1	407.340586402	407.383713626	0.043	47363.3	59326.2	56152.3	58105.5	ch1-2018-11-20_10-26-36_0000010.wav	11962.9	FM
1004	Spectrogram 1	1	407.539151330	407.562961152	0.024	48828.1	56884.8	53222.7	53222.7	ch1-2018-11-20_10-26-36_0000010.wav	8056.7	FM
1005	Spectrogram 1	1	407.816210525	407.846758975	0.031	51513.7	62255.9	60058.6	61035.2	ch1-2018-11-20_10-26-36_0000010.wav	10742.2	FM
1006	Spectrogram 1	1	409.414408738	409.442261737	0.028	50537.1	62011.7	60546.9	60546.9	ch1-2018-11-20_10-26-36_0000010.wav	11474.6	FM
1007	Spectrogram 1	1	409.534356331	409.554122975	0.020	58593.8	65918.0	61523.4	61523.4	ch1-2018-11-20_10-26-36_0000010.wav	7324.2	FM
1008	Spectrogram 1	1	409.643072875	409.663288762	0.020	54931.6	62011.7	57128.9	60546.9	ch1-2018-11-20_10-26-36_0000010.wav	7080.1	FM
1009	Spectrogram 1	1	410.342738452	410.397995208	0.055	51269.5	57861.3	54199.2	54199.2	ch1-2018-11-20_10-26-36_0000010.wav	6591.8	FM
1010	Spectrogram 1	1	410.831962903	410.862511353	0.031	49560.5	56884.8	52734.4	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	7324.3	FM
1011	Spectrogram 1	1	411.077747031	411.124868634	0.047	48584.0	74742.3	56152.3	55664.1	ch1-2018-11-20_10-26-36_0000010.wav	26158.3	CMP
1012	Spectrogram 1	1	411.841777271	411.888498431	0.047	43945.3	83247.4	61035.2	61035.2	ch1-2018-11-20_10-26-36_0000010.wav	39302.1	TR
1013	Spectrogram 1	1	411.983288476	412.066847473	0.084	33447.3	61523.4	36621.1	56152.3	ch1-2018-11-20_10-26-36_0000010.wav	28076.1	CMP
1014	Spectrogram 1	1	412.468076500	412.522884014	0.055	48828.1	54199.2	50781.2	48828.1	ch1-2018-11-20_10-26-36_0000010.wav	5371.1	FL
1015	Spectrogram 1	1	412.631151316	412.687755798	0.057	41748.0	67382.8	61523.4	65918.0	ch1-2018-11-20_10-26-36_0000010.wav	25634.8	TR
1016	Spectrogram 1	1	412.752818366	412.773932736	0.021	48153.7	51646.7	50293.0	50293.0	ch1-2018-11-20_10-26-36_0000010.wav	3493.0	FL
1017	Spectrogram 1	1	412.907584719	412.941529051	0.034	38214.3	56071.4	41992.2	41503.9	ch1-2018-11-20_10-26-36_0000010.wav	17857.1	ST
1018	Spectrogram 1	1	413.190123423	413.208991583	0.019	51269.5	54687.5	52734.4	52734.4	ch1-2018-11-20_10-26-36_0000010.wav	3418.0	FL
1019	Spectrogram 1	1	413.407556512	413.426424672	0.019	50293.0	55664.1	53710.9	53710.9	ch1-2018-11-20_10-26-36_0000010.wav	5371.1	FL
1020	Spectrogram 1	1	413.556336337	413.651575624	0.095	36132.8	76288.7	39062.5	39550.8	ch1-2018-11-20_10-26-36_0000010.wav	40155.9	TR
1021	Spectrogram 1	1	413.918849809	413.925139196	0.006	56884.8	66406.2	64453.1	64453.1	ch1-2018-11-20_10-26-36_0000010.wav	9521.4	SH
1022	Spectrogram 1	1	414.198278283	414.231072943	0.033	41992.2	48828.1	47363.3	47851.6	ch1-2018-11-20_10-26-36_0000010.wav	6835.9	FM
1023	Spectrogram 1	1	414.424843320	414.507503833	0.083	29785.2	79589.8	58105.5	57128.9	ch1-2018-11-20_10-26-36_0000010.wav	49804.6	TR
1024	Spectrogram 1	1	414.624755974	414.687649843	0.063	38917.5	67871.1	41992.2	41015.6	ch1-2018-11-20_10-26-36_0000010.wav	28953.6	ST
1025	Spectrogram 1	1	415.339074667	415.386694310	0.048	44433.6	72509.8	53222.7	56152.3	ch1-2018-11-20_10-26-36_0000010.wav	28076.2	TR
1026	Spectrogram 1	1	415.428923051	415.454529840	0.026	52734.4	66650.4	61035.2	61035.2	ch1-2018-11-20_10-26-36_0000010.wav	13916.0	CMP
1027	Spectrogram 1	1	415.583013029	415.593345594	0.010	49804.7	53955.1	51757.8	51269.5	ch1-2018-11-20_10-26-36_0000010.wav	4150.4	SH
1028	Spectrogram 1	1	416.177212262	416.232019776	0.055	29296.9	58505.2	55664.1	55664.1	ch1-2018-11-20_10-26-36_0000010.wav	29208.3	CMP
1029	Spectrogram 1	1	416.397790045	416.434178640	0.036	50537.1	58105.5	53222.7	52246.1	ch1-2018-11-20_10-26-36_0000010.wav	7568.4	CMP
1030	Spectrogram 1	1	416.992178707	417.059340374	0.067	39306.6	73974.6	50293.0	50293.0	ch1-2018-11-20_10-26-36_0000010.wav	34668.0	TR
1031	Spectrogram 1	1	417.811269080	417.894828077	0.084	45618.6	53710.9	49316.4	49316.4	ch1-2018-11-20_10-26-36_0000010.wav	8092.3	CMP
1032	Spectrogram 1	1	418.514658856	418.615289046	0.101	46142.6	53222.7	49316.4	48828.1	ch1-2018-11-20_10-26-36_0000010.wav	7080.1	FM
1033	Spectrogram 1	1	419.278492472	419.335995438	0.058	33935.5	81787.1	54687.5	57617.2	ch1-2018-11-20_10-26-36_0000010.wav	47851.6	TR
1034	Spectrogram 1	1	419.359131397	419.370137824	0.011	52246.1	62500.0	57128.9	56640.6	ch1-2018-11-20_10-26-36_0000010.wav	10253.9	RP
1035	Spectrogram 1	1	421.598671248	421.633262876	0.035	35400.4	63232.4	39062.5	39062.5	ch1-2018-11-20_10-26-36_0000010.wav	27832.0	ST
1036	Spectrogram 1	1	421.709184761	421.750065775	0.041	35644.5	55908.2	39062.5	39062.5	ch1-2018-11-20_10-26-36_0000010.wav	20263.7	ST
1037	Spectrogram 1	1	422.289924298	422.360455280	0.071	33203.1	81787.1	57128.9	57617.2	ch1-2018-11-20_10-26-36_0000010.wav	48584.0	CMP
1038	Spectrogram 1	1	422.537537346	422.542928249	0.005	57128.9	63232.4	62011.7	62011.7	ch1-2018-11-20_10-26-36_0000010.wav	6103.5	SH
1039	Spectrogram 1	1	422.649398584	422.695221259	0.046	32226.6	49804.7	34179.7	33691.4	ch1-2018-11-20_10-26-36_0000010.wav	17578.1	ST
1040	Spectrogram 1	1	423.097783623	423.119796477	0.022	37109.4	51804.1	38574.2	38574.2	ch1-2018-11-20_10-26-36_0000010.wav	14694.7	ST
1041	Spectrogram 1	1	423.876817909	423.935668600	0.059	31250.0	54199.2	34179.7	35644.5	ch1-2018-11-20_10-26-36_0000010.wav	22949.2	ST
1042	Spectrogram 1	1	424.177335996	424.200247334	0.023	49804.7	54443.4	51757.8	51757.8	ch1-2018-11-20_10-26-36_0000010.wav	4638.7	FL
1043	Spectrogram 1	1	424.673077693	424.734623836	0.062	34423.8	58837.9	37109.4	37109.4	ch1-2018-11-20_10-26-36_0000010.wav	24414.1	ST
